title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Machine Plate Loaded Pulldown,https://musclewiki.com/machine/male/biceps/machine-plate-loaded-pulldown,machine,biceps,machine-plate-loaded-pulldown,"[""Grip the handles with the palms facing down.\\"", ""Sit on the machine and press your knees into the knee pad.\\"", ""Pull the handles until your upper arm is even with your torso, or just behind your torso.\\"", ""Extend until your elbows are fully extended before initiating the next rep.\\""]",,,,
Machine Standing Plate Loaded Preacher Curl,https://musclewiki.com/machine/male/biceps/machine-standing-plate-loaded-preacher-curl,machine,biceps,machine-standing-plate-loaded-preacher-curl,"[""Rest the back of your arms on the preacher bench.\\"", ""Grab the handles. Curl the weight up until your elbows are fully flexed.\\"", ""Lower until the point just before the weight rests at the bottom.\\""]",,,,
Machine Seated Plate Loaded Preacher Curl,https://musclewiki.com/machine/male/biceps/machine-seated-plate-loaded-preacher-curl,machine,biceps,machine-seated-plate-loaded-preacher-curl,"[""Sit at the bench and rest the back of your arms on the preacher bench.\\"", ""Grab the handles. Curl the weight up until your elbows are fully flexed.\\"", ""Lower until the point just before the weight rests at the bottom.\\""]",,,,
Machine Bicep Curl,https://musclewiki.com/machine/male/biceps/machine-bicep-curl,machine,biceps,machine-bicep-curl,"[""Adjust the seat to fit your height and place your elbows on the elbow pad.\\"", ""Grab the handles and flex your elbows.\\""]",,,,
Kettlebell Goblet Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-goblet-curl,kettlebells,biceps,kettlebell-goblet-curl,"[""Stand up straight with a kettlebell in both hands in front of your pelvis.\\"", ""Raise the kettlebell bending your arms at the elbow until the kettlebell is level with your chest.\\"", ""Lower to the starting position and repeat.\\""]",,,,
Kettlebell Concentration Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-concentration-curl,kettlebells,biceps,kettlebell-concentration-curl,"[""Sitting on a chair with your legs apart, rest your arm against your thigh and hold the kettlebell with your arm extended towards the floor.\\"", ""Bending your arm at the elbow, lift the kettlebell until your palm faces your shoulder.\\"", ""Lower to the starting position and repeat.\\""]",,,,
Kettlebell Preacher Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-preacher-curl,kettlebells,biceps,kettlebell-preacher-curl,"[""Stand behind a bench, with your chest leaning over the edge of the bench.\\"", ""With one arm resting on the bench, hold the kettlebell, bending the arm at the elbow.\\"", ""Lower your arm using the bench as a guide, keeping your forearm straight.\\"", ""Return to the starting position and repeat.\\""]",,,,
Kettlebell Row (Single),https://musclewiki.com/kettlebells/male/biceps/kettlebell-row-single,kettlebells,biceps,kettlebell-row-single,"[""Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs.\\"", ""Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight.\\"", ""Lift the kettlebell upwards towards your chest and lower - repeat.\\""]",,,,
Kettlebell Rear Delt Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-rear-delt-row,kettlebells,biceps,kettlebell-rear-delt-row,"[""Stand with your feet shoulder width apart, holding the kettlebell with both hands in front of your thighs.\\"", ""Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight.\\"", ""Lift the kettlebell upwards towards your upper chest and then lower the kettlebell- repeat.\\""]",,,,
Kettlebell Single Arm Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-curl,kettlebells,biceps,kettlebell-single-arm-curl,"[""Stand up straight with a kettlebell in one hand with your forearm facing out.\\"", ""Raise the kettlebell, bending your arm at the elbow and keeping your forearm vertical until your palm faces the shoulder.\\"", ""Lower to the starting position and repeat.\\""]",,,,
Kettlebell Single Arm Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-row,kettlebells,biceps,kettlebell-single-arm-row,"[""Stand with your feet shoulder width apart, shifting one foot behind you. Hold the kettlebell in the same hand as the leg shifted backwards.\\"", ""Bend forwards at the hips bringing the kettlebell to the floor while you slightly bend your knee, keeping your back straight.\\"", ""Lift the kettlebell upwards towards your chest and lower - repeat.\\""]",,,,
Kettlebell Alternating Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-alternating-row,kettlebells,biceps,kettlebell-alternating-row,"[""Stand with feet shoulder-width apart, kettlebell in one hand.\\"", ""Bend at hips, row kettlebell to chest.\\"", ""Alternate hands for each row.\\""]",,,,
Kettlebell Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-curl,kettlebells,biceps,kettlebell-curl,"[""Grab two kettlebells, stand tall.\\"", ""Curl kettlebells toward chest.\\"", ""Lower kettlebells, repeat.\\""]",,,,
Kettlebell Gorilla Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-gorilla-row,kettlebells,biceps,kettlebell-gorilla-row,"[""Stand with kettlebell between legs.\\"", ""Hinge at hips, grab kettlebell, pull to chest and rotate at the torso\\""]",,,,
Kettlebell Rear Delt Row (Double),https://musclewiki.com/kettlebells/male/biceps/kettlebell-rear-delt-row-double,kettlebells,biceps,kettlebell-rear-delt-row-double,"[""Stand with feet hip-width apart, kettlebell in each hand, hinge at hips.\\"", ""Pull kettlebells while flaring your elbows, squeezing shoulder blades. Keep back flat.\\""]",,,,
Kettlebell Reverse Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-reverse-curl,kettlebells,biceps,kettlebell-reverse-curl,"[""Stand with feet hip-width apart.\\"", ""Hold kettlebell with palms facing down.\\"", ""Lift kettlebell toward shoulders, squeezing biceps, then lower with control.\\""]",,,,
Kettlebell Row,https://musclewiki.com/kettlebells/male/biceps/kettlebell-row,kettlebells,biceps,kettlebell-row,"[""Stand with feet shoulder-width apart, hold a kettlebell in each hand.\\"", ""Hinge at hips, keep back straight, and pull both kettlebells to hips.\\""]",,,,
Kettlebell Single Arm Reverse Curl,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-reverse-curl,kettlebells,biceps,kettlebell-single-arm-reverse-curl,"[""Stand with feet hip-width apart.\\"", ""Hold a kettlebell with palms facing down.\\"", ""Lift kettlebell toward shoulders, squeezing biceps, then lower with control.\\""]",,,,
Kettlebell Single Arm Row On Bench,https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-row-on-bench,kettlebells,biceps,kettlebell-single-arm-row-on-bench,"[""Start by standing in front of a flat bench with your feet shoulder-width apart and holding a kettlebell in one hand.\\"", ""Place your other hand on the bench for support, and bend at the waist so that your chest is parallel to the ground.\\"", ""From this starting position, row the kettlebell up towards your chest, squeezing your shoulder blade together as you do so.\\"", ""Make sure to keep your elbow close to your body and your core engaged throughout the movement.\\""]",,,,
Biceps Stretch Variation Five,https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-five,stretches,biceps,biceps-stretch-variation-five,"[""Stand upright with your feet shoulder width apart.\\"", ""Raise your arms out to your sides, bringing them up to shoulder level.\\"", ""Rotate your palms so they are facing the ceiling.\\"", ""Then, change direction and rotate the arms as much as you can.\\""]",,,,
Biceps Stretch Variation Four,https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-four,stretches,biceps,biceps-stretch-variation-four,"[""Stand an arms width away from the wall.\\"", ""Raise your arms out behind you, and place them on the wall with your fingers pointing up.\\"", ""Bend your knees whilst keeping your hands in the same position.\\""]",,,,
Biceps Stretch Variation Three,https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-three,stretches,biceps,biceps-stretch-variation-three,"[""Bend your arm at the elbow, raising your hand to your shoulder.\\"", ""Using your other hand, stretch the arm down to its full extent.\\""]",,,,
Biceps Stretch Variation Two,https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-two,stretches,biceps,biceps-stretch-variation-two,"[""Stand facing the wall, an arm's width away.\\"", ""Place your hand on the wall with your fingers pointing down.\\"", ""Lean slightly into the wall to feel the stretch in your bicep.\\""]",,,,
Biceps Stretch Variation One,https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-one,stretches,biceps,biceps-stretch-variation-one,"[""Stand one foot in front of the other with the wall to your right, an arms width away.\\"", ""Place your hand on the wall, fingers pointing away from you.\\"", ""Gently lean forward, keeping your hand stationary.\\"", ""Repeat with the other arm.\\""]",,,,
Cable Pull In,https://musclewiki.com/cables/male/biceps/cable-pull-in,cables,biceps,cable-pull-in,"[""Use a handle attachment set all the way to the top of the cable crossover machine.\\"", ""Walk a few steps away from the cable machine. Face your body sideways.\\"", ""Face your palm up toward the ceiling. Then pull your elbow in toward your rib cage.\\""]",,,,
Cable Twisting Curl,https://musclewiki.com/cables/male/biceps/cable-twisting-curl,cables,biceps,cable-twisting-curl,"[""Use a handle attachment. The cable should be set all the way to the bottom of the machine.\\"", ""Face away from the cable machine. Stagger your stance so you have a better base of support.\\"", ""Start with a neutral grip. Flex at the elbow. While flexing twist your palm. When you hit the top of the movement your palm should be facing upward.\\""]",,,,
Cable Single Arm Bayesian Curl,https://musclewiki.com/cables/male/biceps/cable-single-arm-bayesian-curl,cables,biceps,cable-single-arm-bayesian-curl,"[""Use a handle attachment. The cable should be set all the way to the bottom of the machine.\\"", ""Face away from the cable machine.\\"", ""Stagger your stance so you have a better base of support. Face your palm forward. Flex at the elbow and extend.\\""]",,,,
Cable Single Arm Reverse Curl,https://musclewiki.com/cables/male/biceps/cable-single-arm-reverse-curl,cables,biceps,cable-single-arm-reverse-curl,"[""Use a handle attachment. The cable should be set all the way to the bottom of the machine.\\"", ""Face away from the cable machine. Stagger your stance so you have a better base of support.\\"", ""Face your palm downwards. Flex at the elbow and extend.\\""]",,,,
Cable Single Arm Hammer Curl,https://musclewiki.com/cables/male/biceps/cable-single-arm-hammer-curl,cables,biceps,cable-single-arm-hammer-curl,"[""Use a handle attachment. The cable should be set all the way to the bottom of the machine.\\"", ""Face away from the cable machine. Stagger your stance so you have a better base of support.\\"", ""Use a neutral grip thumb facing up pinky-facing down). Flex at the elbow and extend.\\""]",,,,
Cable Row Bar Standing Row,https://musclewiki.com/cables/male/biceps/cable-row-bar-standing-row,cables,biceps,cable-row-bar-standing-row,"[""Place the cable at shoulder height. Use a row bar.\\"", ""Pull the handles back using your arms. Push out your chest.\\"", ""Pull the handles towards your body until your hands are beside your abdomen.\\""]",,,,
Cable Single Arm Underhand Grip Row,https://musclewiki.com/cables/male/biceps/cable-single-arm-underhand-grip-row,cables,biceps,cable-single-arm-underhand-grip-row,"[""Place the cable at shoulder height. Use a handle attachment. Face your palm upward.\\"", ""Pull the handle back using your arms. Push out your chest.\\"", ""Pull the handle towards your body until your hands are beside your abdomen.\\""]",,,,
Cable Single Arm Neutral Grip Row,https://musclewiki.com/cables/male/biceps/cable-single-arm-neutral-grip-row,cables,biceps,cable-single-arm-neutral-grip-row,"[""Place the cable at shoulder height. Use a handle attachment. Face your palm toward the midline of your body.\\"", ""Pull the handle back using your arms. Push out your chest.\\"", ""Pull the handle towards your body until your hands are beside your abdomen.\\""]",,,,
Cable Supinating Row,https://musclewiki.com/cables/male/biceps/cable-supinating-row,cables,biceps,cable-supinating-row,"[""Place the cable at shoulder height.\\"", ""Start with an overhand grip. As you pull your elbow back, rotate your palm until it faces upward.\\""]",,,,
Cable Archer Row,https://musclewiki.com/cables/male/biceps/cable-archer-row,cables,biceps,cable-archer-row,"[""Place the cable at shoulder height.\\"", ""On the same side as the working arm, step back and rotate outwards.\\"", ""Pull your elbow back while flaring your elbow out.\\""]",,,,
Cable Seated Bayesian Reverse Curl,https://musclewiki.com/cables/male/biceps/cable-seated-bayesian-reverse-curl,cables,biceps,cable-seated-bayesian-reverse-curl,"[""Use a handle attachment. The cable should be set all the way to the bottom of the machine.\\"", ""Face away from the cable machine and sit on the bench. Stagger your stance so you have a better base of support.\\"", ""Face your palm downwards. Flex at the elbow and extend.\\""]",,,,
